Gene stable ID	Gene name	Gene description	Gene type	WikiGene name	Gene stable ID version
ENSG00000177683	THAP5	THAP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23188]	protein_coding	THAP5	ENSG00000177683.14
ENSG00000177684	DEFB114	defensin beta 114 [Source:HGNC Symbol;Acc:HGNC:18095]	protein_coding	DEFB114	ENSG00000177684.4
ENSG00000177685	CRACR2B	calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703]	protein_coding	CRACR2B	ENSG00000177685.17
ENSG00000177688	SUMO4	small ubiquitin like modifier 4 [Source:HGNC Symbol;Acc:HGNC:21181]	protein_coding	SUMO4	ENSG00000177688.7
ENSG00000177689	MAGEB10	MAGE family member B10 [Source:HGNC Symbol;Acc:HGNC:25377]	protein_coding	MAGEB10	ENSG00000177689.10
ENSG00000177692	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297]	protein_coding	DNAJC28	ENSG00000177692.12
ENSG00000177694	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219]	protein_coding	NAALADL2	ENSG00000177694.16
ENSG00000177697	CD151	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]	protein_coding	CD151	ENSG00000177697.19
ENSG00000177706	FAM20C	FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]	protein_coding	FAM20C	ENSG00000177706.9
ENSG00000177707	NECTIN3	nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]	protein_coding	NECTIN3	ENSG00000177707.11
ENSG00000177721	ANXA2R	annexin A2 receptor [Source:HGNC Symbol;Acc:HGNC:33463]	protein_coding	ANXA2R	ENSG00000177721.5
ENSG00000177728	TMEM94	transmembrane protein 94 [Source:HGNC Symbol;Acc:HGNC:28983]	protein_coding	TMEM94	ENSG00000177728.17
ENSG00000177731	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]	protein_coding	FLII	ENSG00000177731.16
ENSG00000177733	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]	protein_coding	HNRNPA0	ENSG00000177733.7
ENSG00000177752	YIPF7	Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825]	protein_coding	YIPF7	ENSG00000177752.15
ENSG00000177791	MYOZ1	myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]	protein_coding	MYOZ1	ENSG00000177791.12
ENSG00000177800	TMEM78	transmembrane protein 78 [Source:HGNC Symbol;Acc:HGNC:32307]	lncRNA	TMEM78	ENSG00000177800.2
ENSG00000177830	CHID1	chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]	protein_coding	CHID1	ENSG00000177830.18
ENSG00000177839	PCDHB9	protocadherin beta 9 [Source:HGNC Symbol;Acc:HGNC:8694]	protein_coding	PCDHB9	ENSG00000177839.7
ENSG00000177842	ZNF620	zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]	protein_coding	ZNF620	ENSG00000177842.12
ENSG00000177854	TMEM187	transmembrane protein 187 [Source:HGNC Symbol;Acc:HGNC:13705]	protein_coding	TMEM187	ENSG00000177854.8
ENSG00000177868	SVBP	small vasohibin binding protein [Source:HGNC Symbol;Acc:HGNC:29204]	protein_coding	SVBP	ENSG00000177868.12
ENSG00000177873	ZNF619	zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910]	protein_coding	ZNF619	ENSG00000177873.14
ENSG00000177875	CCDC184	coiled-coil domain containing 184 [Source:HGNC Symbol;Acc:HGNC:33749]	protein_coding	CCDC184	ENSG00000177875.5
ENSG00000177879	AP3S1	adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013]	protein_coding	AP3S1	ENSG00000177879.17
ENSG00000177885	GRB2	growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]	protein_coding	GRB2	ENSG00000177885.15
ENSG00000177888	ZBTB41	zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819]	protein_coding	ZBTB41	ENSG00000177888.8
ENSG00000177889	UBE2N	ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]	protein_coding	UBE2N	ENSG00000177889.10
ENSG00000177917	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]	protein_coding	ARL6IP6	ENSG00000177917.12
ENSG00000177932	ZNF354C	zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]	protein_coding	ZNF354C	ENSG00000177932.7
ENSG00000177938	CAPZA3	capping actin protein of muscle Z-line subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:24205]	protein_coding	CAPZA3	ENSG00000177938.5
ENSG00000177943	MAMDC4	MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]	protein_coding	MAMDC4	ENSG00000177943.14
ENSG00000177946	CENPBD1P	CENPB DNA-binding domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:28272]	transcribed_unitary_pseudogene	CENPBD1P	ENSG00000177946.7
ENSG00000177947	ODF3	outer dense fiber of sperm tails 3 [Source:HGNC Symbol;Acc:HGNC:19905]	protein_coding	ODF3	ENSG00000177947.15
ENSG00000177951	BET1L	Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]	protein_coding	BET1L	ENSG00000177951.18
ENSG00000177963	RIC8A	RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]	protein_coding	RIC8A	ENSG00000177963.15
ENSG00000177981	ASB8	ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]	protein_coding	ASB8	ENSG00000177981.11
ENSG00000177984	LCN15	lipocalin 15 [Source:HGNC Symbol;Acc:HGNC:33777]	protein_coding	LCN15	ENSG00000177984.7
ENSG00000177989	ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	protein_coding	ODF3B	ENSG00000177989.14
ENSG00000177992	SPATA31E1	SPATA31 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:26672]	protein_coding	SPATA31E1	ENSG00000177992.10
ENSG00000177994	C2orf73	chromosome 2 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:26861]	protein_coding	C2orf73	ENSG00000177994.16
ENSG00000178015	GPR150	G protein-coupled receptor 150 [Source:HGNC Symbol;Acc:HGNC:23628]	protein_coding	GPR150	ENSG00000178015.5
ENSG00000178021	TSPYL6	TSPY like 6 [Source:HGNC Symbol;Acc:HGNC:14521]	protein_coding	TSPYL6	ENSG00000178021.11
ENSG00000178026	LRRC75B	leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]	protein_coding	LRRC75B	ENSG00000178026.13
ENSG00000178028	DMAP1	DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]	protein_coding	DMAP1	ENSG00000178028.14
ENSG00000178031	ADAMTSL1	ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]	protein_coding	ADAMTSL1	ENSG00000178031.18
ENSG00000178033	CALHM5	calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568]	protein_coding	CALHM5	ENSG00000178033.6
ENSG00000178035	IMPDH2	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]	protein_coding	IMPDH2	ENSG00000178035.13
ENSG00000178038	ALS2CL	ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]	protein_coding	ALS2CL	ENSG00000178038.17
ENSG00000178053	MLF1	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]	protein_coding	MLF1	ENSG00000178053.21
ENSG00000178055	PRSS42P	serine protease 42, pseudogene [Source:HGNC Symbol;Acc:HGNC:30716]	transcribed_unitary_pseudogene	PRSS42P	ENSG00000178055.13
ENSG00000178057	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]	protein_coding	NDUFAF3	ENSG00000178057.15
ENSG00000178074	C2orf69	chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]	protein_coding	C2orf69	ENSG00000178074.6
ENSG00000178075	GRAMD1C	GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]	protein_coding	GRAMD1C	ENSG00000178075.20
ENSG00000178078	STAP2	signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430]	protein_coding	STAP2	ENSG00000178078.12
ENSG00000178096	BOLA1	bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]	protein_coding	BOLA1	ENSG00000178096.9
ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]	protein_coding	PDE4DIP	ENSG00000178104.20
ENSG00000178105	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	protein_coding	DDX10	ENSG00000178105.12
ENSG00000178125	PPP1R42	protein phosphatase 1 regulatory subunit 42 [Source:HGNC Symbol;Acc:HGNC:33732]	protein_coding	PPP1R42	ENSG00000178125.15
ENSG00000178127	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]	protein_coding	NDUFV2	ENSG00000178127.13
ENSG00000178149	DALRD3	DALR anticodon binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25536]	protein_coding	DALRD3	ENSG00000178149.17
ENSG00000178150	ZNF114	zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]	protein_coding	ZNF114	ENSG00000178150.10
ENSG00000178163	ZNF518B	zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]	protein_coding	ZNF518B	ENSG00000178163.8
ENSG00000178171	AMER3	APC membrane recruitment protein 3 [Source:HGNC Symbol;Acc:HGNC:26771]	protein_coding	AMER3	ENSG00000178171.11
ENSG00000178172	SPINK6	serine peptidase inhibitor Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486]	protein_coding	SPINK6	ENSG00000178172.7
ENSG00000178175	ZNF366	zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316]	protein_coding	ZNF366	ENSG00000178175.12
ENSG00000178177	LCORL	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]	protein_coding	LCORL	ENSG00000178177.17
ENSG00000178184	PARD6G	par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]	protein_coding	PARD6G	ENSG00000178184.16
ENSG00000178187	ZNF454	zinc finger protein 454 [Source:HGNC Symbol;Acc:HGNC:21200]	protein_coding	ZNF454	ENSG00000178187.8
ENSG00000178199	ZC3H12D	zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175]	protein_coding	ZC3H12D	ENSG00000178199.14
ENSG00000178202	POGLUT3	protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]	protein_coding	POGLUT3	ENSG00000178202.13
ENSG00000178209	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	protein_coding	PLEC	ENSG00000178209.17
ENSG00000178217	SH2D4B	SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440]	protein_coding	SH2D4B	ENSG00000178217.15
ENSG00000178222	RNF212	ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]	protein_coding	RNF212	ENSG00000178222.14
ENSG00000178226	PRSS36	serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906]	protein_coding	PRSS36	ENSG00000178226.11
ENSG00000178229	ZNF543	zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281]	protein_coding	ZNF543	ENSG00000178229.8
ENSG00000178233	TMEM151B	transmembrane protein 151B [Source:HGNC Symbol;Acc:HGNC:21315]	protein_coding	TMEM151B	ENSG00000178233.18
ENSG00000178234	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]	protein_coding	GALNT11	ENSG00000178234.13
ENSG00000178235	SLITRK1	SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]	protein_coding	SLITRK1	ENSG00000178235.8
ENSG00000178243	LINC02907	long intergenic non-protein coding RNA 2907 [Source:HGNC Symbol;Acc:HGNC:28581]	lncRNA	LINC02907	ENSG00000178243.4
ENSG00000178252	WDR6	WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]	protein_coding	WDR6	ENSG00000178252.19
ENSG00000178257	PRM3	protamine 3 [Source:HGNC Symbol;Acc:HGNC:13732]	protein_coding	PRM3	ENSG00000178257.4
ENSG00000178295	GEN1	GEN1 Holliday junction 5' flap endonuclease [Source:HGNC Symbol;Acc:HGNC:26881]	protein_coding	GEN1	ENSG00000178295.15
ENSG00000178297	TMPRSS9	transmembrane serine protease 9 [Source:HGNC Symbol;Acc:HGNC:30079]	protein_coding	TMPRSS9	ENSG00000178297.15
ENSG00000178301	AQP11	aquaporin 11 [Source:HGNC Symbol;Acc:HGNC:19940]	protein_coding	AQP11	ENSG00000178301.4
ENSG00000178307	TMEM11	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]	protein_coding	TMEM11	ENSG00000178307.10
ENSG00000178338	ZNF354B	zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]	protein_coding	ZNF354B	ENSG00000178338.11
ENSG00000178342	KCNG2	potassium voltage-gated channel modifier subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:6249]	protein_coding	KCNG2	ENSG00000178342.5
ENSG00000178343	SHISA3	shisa family member 3 [Source:HGNC Symbol;Acc:HGNC:25159]	protein_coding	SHISA3	ENSG00000178343.5
ENSG00000178358	OR2D3	olfactory receptor family 2 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:15146]	protein_coding	OR2D3	ENSG00000178358.5
ENSG00000178363	CALML3	calmodulin like 3 [Source:HGNC Symbol;Acc:HGNC:1452]	protein_coding	CALML3	ENSG00000178363.5
ENSG00000178372	CALML5	calmodulin like 5 [Source:HGNC Symbol;Acc:HGNC:18180]	protein_coding	CALML5	ENSG00000178372.8
ENSG00000178381	ZFAND2A	zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]	protein_coding	ZFAND2A	ENSG00000178381.12
ENSG00000178385	PLEKHM3	pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]	protein_coding	PLEKHM3	ENSG00000178385.15
ENSG00000178394	HTR1A	5-hydroxytryptamine receptor 1A [Source:HGNC Symbol;Acc:HGNC:5286]	protein_coding	HTR1A	ENSG00000178394.5
ENSG00000178395	CCDC185	coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654]	protein_coding	CCDC185	ENSG00000178395.7
ENSG00000178403	NEUROG2	neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]	protein_coding	NEUROG2	ENSG00000178403.4
ENSG00000178404	CEP295NL	CEP295 N-terminal like [Source:HGNC Symbol;Acc:HGNC:44659]	protein_coding	CEP295NL	ENSG00000178404.10
ENSG00000178409	BEND3	BEN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23040]	protein_coding	BEND3	ENSG00000178409.14
ENSG00000178425	NT5DC1	5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21556]	protein_coding	NT5DC1	ENSG00000178425.14
ENSG00000178445	GLDC	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]	protein_coding	GLDC	ENSG00000178445.10
ENSG00000178449	COX14	cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]	protein_coding	COX14	ENSG00000178449.9
ENSG00000178460	MCMDC2	minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]	protein_coding	MCMDC2	ENSG00000178460.18
ENSG00000178462	TUBAL3	tubulin alpha like 3 [Source:HGNC Symbol;Acc:HGNC:23534]	protein_coding	TUBAL3	ENSG00000178462.12
ENSG00000178467	P4HTM	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]	protein_coding	P4HTM	ENSG00000178467.18
ENSG00000178473	UCN3	urocortin 3 [Source:HGNC Symbol;Acc:HGNC:17781]	protein_coding	UCN3	ENSG00000178473.7
ENSG00000178498	DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	protein_coding	DTX3	ENSG00000178498.16
ENSG00000178502	KLHL11	kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008]	protein_coding	KLHL11	ENSG00000178502.6
ENSG00000178531	CTXN1	cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108]	protein_coding	CTXN1	ENSG00000178531.6
ENSG00000178537	SLC25A20	solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]	protein_coding	SLC25A20	ENSG00000178537.10
ENSG00000178538	CA8	carbonic anhydrase 8 [Source:HGNC Symbol;Acc:HGNC:1382]	protein_coding	CA8	ENSG00000178538.10
ENSG00000178568	ERBB4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]	protein_coding	ERBB4	ENSG00000178568.15
ENSG00000178573	MAF	MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]	protein_coding	MAF	ENSG00000178573.7
ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]	protein_coding	CTNNBIP1	ENSG00000178585.15
ENSG00000178586	OR6B3	olfactory receptor family 6 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:15042]	protein_coding	OR6B3	ENSG00000178586.6
ENSG00000178591	DEFB125	defensin beta 125 [Source:HGNC Symbol;Acc:HGNC:18105]	protein_coding	DEFB125	ENSG00000178591.7
ENSG00000178597	PSAPL1	prosaposin like 1 [Source:HGNC Symbol;Acc:HGNC:33131]	protein_coding	PSAPL1	ENSG00000178597.7
ENSG00000178605	GTPBP6	GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]	protein_coding	GTPBP6	ENSG00000178605.14
ENSG00000178607	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	protein_coding	ERN1	ENSG00000178607.17
ENSG00000178645	C10orf53	chromosome 10 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:27421]	protein_coding	C10orf53	ENSG00000178645.13
ENSG00000178662	CSRNP3	cysteine and serine rich nuclear protein 3 [Source:HGNC Symbol;Acc:HGNC:30729]	protein_coding	CSRNP3	ENSG00000178662.16
ENSG00000178665	ZNF713	zinc finger protein 713 [Source:HGNC Symbol;Acc:HGNC:22043]	protein_coding	ZNF713	ENSG00000178665.16
ENSG00000178685	PARP10	poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]	protein_coding	PARP10	ENSG00000178685.14
ENSG00000178690	DYNAP	dynactin associated protein [Source:HGNC Symbol;Acc:HGNC:26808]	protein_coding	DYNAP	ENSG00000178690.4
ENSG00000178691	SUZ12	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]	protein_coding	SUZ12	ENSG00000178691.11
ENSG00000178694	NSUN3	NOP2/Sun RNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:26208]	protein_coding	NSUN3	ENSG00000178694.10
ENSG00000178700	DHFR2	dihydrofolate reductase 2 [Source:HGNC Symbol;Acc:HGNC:27309]	protein_coding	DHFR2	ENSG00000178700.9
ENSG00000178718	RPP25	ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]	protein_coding	RPP25	ENSG00000178718.7
ENSG00000178719	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]	protein_coding	GRINA	ENSG00000178719.17
ENSG00000178726	THBD	thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]	protein_coding	THBD	ENSG00000178726.7
ENSG00000178734	LMO7DN	LMO7 downstream neighbor [Source:HGNC Symbol;Acc:HGNC:44370]	lncRNA	LMO7DN	ENSG00000178734.5
ENSG00000178741	COX5A	cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]	protein_coding	COX5A	ENSG00000178741.12
ENSG00000178750	STX19	syntaxin 19 [Source:HGNC Symbol;Acc:HGNC:19300]	protein_coding	STX19	ENSG00000178750.3
ENSG00000178761	FAM219B	family with sequence similarity 219 member B [Source:HGNC Symbol;Acc:HGNC:24695]	protein_coding	FAM219B	ENSG00000178761.15
ENSG00000178764	ZHX2	zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:HGNC:18513]	protein_coding	ZHX2	ENSG00000178764.8
ENSG00000178772	CPN2	carboxypeptidase N subunit 2 [Source:HGNC Symbol;Acc:HGNC:2313]	protein_coding	CPN2	ENSG00000178772.7
ENSG00000178773	CPNE7	copine 7 [Source:HGNC Symbol;Acc:HGNC:2320]	protein_coding	CPNE7	ENSG00000178773.15
ENSG00000178776	C5orf46	chromosome 5 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:33768]	protein_coding	C5orf46	ENSG00000178776.5
ENSG00000178796	RIIAD1	regulatory subunit of type II PKA R-subunit domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26686]	protein_coding	RIIAD1	ENSG00000178796.13
ENSG00000178802	MPI	mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]	protein_coding	MPI	ENSG00000178802.18
ENSG00000178804	H1-8	H1.8 linker histone [Source:HGNC Symbol;Acc:HGNC:18463]	protein_coding	H1-8	ENSG00000178804.8
ENSG00000178809	TRIM73	tripartite motif containing 73 [Source:HGNC Symbol;Acc:HGNC:18162]	protein_coding	TRIM73	ENSG00000178809.12
ENSG00000178814	OPLAH	5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]	protein_coding	OPLAH	ENSG00000178814.17
ENSG00000178821	TMEM52	transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]	protein_coding	TMEM52	ENSG00000178821.13
ENSG00000178826	TMEM139	transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]	protein_coding	TMEM139	ENSG00000178826.11
ENSG00000178828	RNF186	ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978]	protein_coding	RNF186	ENSG00000178828.7
ENSG00000178852	EFCAB13	EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]	protein_coding	EFCAB13	ENSG00000178852.16
ENSG00000178860	MSC	musculin [Source:HGNC Symbol;Acc:HGNC:7321]	protein_coding	MSC	ENSG00000178860.9
ENSG00000178878	APOLD1	apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]	protein_coding	APOLD1	ENSG00000178878.13
ENSG00000178896	EXOSC4	exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]	protein_coding	EXOSC4	ENSG00000178896.9
ENSG00000178904	DPY19L3	dpy-19 like C-mannosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:27120]	protein_coding	DPY19L3	ENSG00000178904.19
ENSG00000178913	TAF7	TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]	protein_coding	TAF7	ENSG00000178913.9
ENSG00000178917	ZNF852	zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713]	protein_coding	ZNF852	ENSG00000178917.17
ENSG00000178921	PFAS	phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863]	protein_coding	PFAS	ENSG00000178921.14
ENSG00000178922	HYI	hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]	protein_coding	HYI	ENSG00000178922.18
ENSG00000178927	CYBC1	cytochrome b-245 chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28672]	protein_coding	CYBC1	ENSG00000178927.19
ENSG00000178928	TPRX1	tetrapeptide repeat homeobox 1 [Source:HGNC Symbol;Acc:HGNC:32174]	protein_coding	TPRX1	ENSG00000178928.9
ENSG00000178934	LGALS7B	galectin 7B [Source:HGNC Symbol;Acc:HGNC:34447]	protein_coding	LGALS7	ENSG00000178934.5
ENSG00000178934	LGALS7B	galectin 7B [Source:HGNC Symbol;Acc:HGNC:34447]	protein_coding	LGALS7B	ENSG00000178934.5
ENSG00000178935	ZNF552	zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135]	protein_coding	ZNF552	ENSG00000178935.5
ENSG00000178950	GAK	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]	protein_coding	GAK	ENSG00000178950.18
ENSG00000178951	ZBTB7A	zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]	protein_coding	ZBTB7A	ENSG00000178951.9
ENSG00000178952	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	protein_coding	TUFM	ENSG00000178952.11
ENSG00000178965	ERICH3	glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]	protein_coding	ERICH3	ENSG00000178965.14
ENSG00000178966	RMI1	RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]	protein_coding	RMI1	ENSG00000178966.17
ENSG00000178971	CTC1	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]	protein_coding	CTC1	ENSG00000178971.17
ENSG00000178974	FBXO34	F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]	protein_coding	FBXO34	ENSG00000178974.11
ENSG00000178982	EIF3K	eukaryotic translation initiation factor 3 subunit K [Source:HGNC Symbol;Acc:HGNC:24656]	protein_coding	EIF3K	ENSG00000178982.10
ENSG00000178996	SNX18	sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245]	protein_coding	SNX18	ENSG00000178996.14
ENSG00000178997	EXD1	exonuclease 3'-5' domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28507]	protein_coding	EXD1	ENSG00000178997.12
ENSG00000178999	AURKB	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	protein_coding	AURKB	ENSG00000178999.13
ENSG00000179008	C14orf39	chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849]	protein_coding	C14orf39	ENSG00000179008.9
ENSG00000179010	MRFAP1	Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]	protein_coding	MRFAP1	ENSG00000179010.16
ENSG00000179021	C3orf38	chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]	protein_coding	C3orf38	ENSG00000179021.10
ENSG00000179023	KLHDC7A	kelch domain containing 7A [Source:HGNC Symbol;Acc:HGNC:26791]	protein_coding	KLHDC7A	ENSG00000179023.9
ENSG00000179029	TMEM107	transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]	protein_coding	TMEM107	ENSG00000179029.15
ENSG00000179041	RRS1	ribosome biogenesis regulator 1 homolog [Source:HGNC Symbol;Acc:HGNC:17083]	protein_coding	RRS1	ENSG00000179041.4
ENSG00000179044	EXOC3L1	exocyst complex component 3 like 1 [Source:HGNC Symbol;Acc:HGNC:27540]	protein_coding	EXOC3L1	ENSG00000179044.16
ENSG00000179046	TRIML2	tripartite motif family like 2 [Source:HGNC Symbol;Acc:HGNC:26378]	protein_coding	TRIML2	ENSG00000179046.9
